State Name,State Code,Indicator Name,Value
Alabama,AL,Shield Law,FALSE
Alabama,AL,Gender Marker on ID (minor),0
Alabama,AL,Gender Marker options on ID,FALSE
Alabama,AL,Gender Marker on Birth Certificate (minor),-1
Alabama,AL,Gender Marker options on Birth Certificate,FALSE
Alabama,AL,Name Change (minor),0
Alabama,AL,Non-discrimination,-1
Alabama,AL,Child Welfare Non Discrimination for LGBTQ Youth,FALSE
Alabama,AL,Gender Inclusive Bathroom Laws (minor),FALSE
Alabama,AL,LGBTQ Inclusive Curriculum,FALSE
Alabama,AL,Anti-Bullying Legal Protections for TGNC* students,0
Alabama,AL,Non-discrimination  Protections for LGBTQ Students,0
Alabama,AL,Gay/ Trans Panic Defense Ban,FALSE
Alabama,AL,Hate Crime Laws Specific to Gender Identity,FALSE
Alabama,AL,Jury Service Nondiscrimination Based on Gender Identity,FALSE
Alabama,AL,Gender Inclusive Correctional Housing ,FALSE
Alabama,AL,Gender Affirming Care in Correctional Facilities,FALSE
Alabama,AL,Trans Bathroom Ban K-12,-1
Alabama,AL,Trans Bathroom Ban in Schools and Government Buildings,0
Alabama,AL,State Defines Sex,0
Alabama,AL,Broad ‘RFRA’,-1
Alabama,AL,Religious Exemption for Child Welfare,-1
Alabama,AL,Religious Exemption for Medical Professionals,-1
Alabama,AL,Marriage Services and/or Marriage License Denial,0
Alabama,AL,Drag Ban,0
Alabama,AL,Don’t Say Gay,-1
Alabama,AL,Specific Subject Restrictions,0
Alabama,AL,Parental Notification (opt-in or opt-out),0
Alabama,AL,Sports Ban,-1
Alabama,AL,Forced Outing in Schools,-1
Alabama,AL,Ban on Best Practice Medical Care for Trans Youth,-1
Alabama,AL,Barriers to Identity Documents,0
Alabama,AL,Abortion Access,-1
Alabama,AL,Interstate Abortion Shield Law,FALSE
Alaska,AK,Shield Law,FALSE
Alaska,AK,Gender Marker on ID (minor),0.5
Alaska,AK,Gender Marker options on ID,FALSE
Alaska,AK,Gender Marker on Birth Certificate (minor),0.5
Alaska,AK,Gender Marker options on Birth Certificate,FALSE
Alaska,AK,Name Change (minor),0
Alaska,AK,Non-discrimination,0.5
Alaska,AK,Child Welfare Non Discrimination for LGBTQ Youth,FALSE
Alaska,AK,Gender Inclusive Bathroom Laws (minor),TRUE
Alaska,AK,LGBTQ Inclusive Curriculum,FALSE
Alaska,AK,Anti-Bullying Legal Protections for TGNC* students,0
Alaska,AK,Non-discrimination  Protections for LGBTQ Students,0
Alaska,AK,Gay/ Trans Panic Defense Ban,FALSE
Alaska,AK,Hate Crime Laws Specific to Gender Identity,FALSE
Alaska,AK,Jury Service Nondiscrimination Based on Gender Identity,FALSE
Alaska,AK,Gender Inclusive Correctional Housing ,FALSE
Alaska,AK,Gender Affirming Care in Correctional Facilities,FALSE
Alaska,AK,Trans Bathroom Ban K-12,0
Alaska,AK,Trans Bathroom Ban in Schools and Government Buildings,0
Alaska,AK,State Defines Sex,0
Alaska,AK,Broad ‘RFRA’,0
Alaska,AK,Religious Exemption for Child Welfare,0
Alaska,AK,Religious Exemption for Medical Professionals,0
Alaska,AK,Marriage Services and/or Marriage License Denial,0
Alaska,AK,Drag Ban,0
Alaska,AK,Don’t Say Gay,0
Alaska,AK,Specific Subject Restrictions,0
Alaska,AK,Parental Notification (opt-in or opt-out),0
Alaska,AK,Sports Ban,-1
Alaska,AK,Forced Outing in Schools,0
Alaska,AK,Ban on Best Practice Medical Care for Trans Youth,0
Alaska,AK,Barriers to Identity Documents,0
Alaska,AK,Abortion Access,0.5
Alaska,AK,Interstate Abortion Shield Law,FALSE
Arizona,AZ,Shield Law,TRUE
Arizona,AZ,Gender Marker on ID (minor),0
Arizona,AZ,Gender Marker options on ID,FALSE
Arizona,AZ,Gender Marker on Birth Certificate (minor),-1
Arizona,AZ,Gender Marker options on Birth Certificate,FALSE
Arizona,AZ,Name Change (minor),0.5
Arizona,AZ,Non-discrimination,0
Arizona,AZ,Child Welfare Non Discrimination for LGBTQ Youth,TRUE
Arizona,AZ,Gender Inclusive Bathroom Laws (minor),FALSE
Arizona,AZ,LGBTQ Inclusive Curriculum,FALSE
Arizona,AZ,Anti-Bullying Legal Protections for TGNC* students,0
Arizona,AZ,Non-discrimination  Protections for LGBTQ Students,0
Arizona,AZ,Gay/ Trans Panic Defense Ban,FALSE
Arizona,AZ,Hate Crime Laws Specific to Gender Identity,FALSE
Arizona,AZ,Jury Service Nondiscrimination Based on Gender Identity,FALSE
Arizona,AZ,Gender Inclusive Correctional Housing ,FALSE
Arizona,AZ,Gender Affirming Care in Correctional Facilities,FALSE
Arizona,AZ,Trans Bathroom Ban K-12,0
Arizona,AZ,Trans Bathroom Ban in Schools and Government Buildings,0
Arizona,AZ,State Defines Sex,0
Arizona,AZ,Broad ‘RFRA’,-1
Arizona,AZ,Religious Exemption for Child Welfare,-1
Arizona,AZ,Religious Exemption for Medical Professionals,0
Arizona,AZ,Marriage Services and/or Marriage License Denial,0
Arizona,AZ,Drag Ban,0
Arizona,AZ,Don’t Say Gay,0
Arizona,AZ,Specific Subject Restrictions,0
Arizona,AZ,Parental Notification (opt-in or opt-out),-1
Arizona,AZ,Sports Ban,-1
Arizona,AZ,Forced Outing in Schools,-0.5
Arizona,AZ,Ban on Best Practice Medical Care for Trans Youth,-1
Arizona,AZ,Barriers to Identity Documents,0
Arizona,AZ,Abortion Access,0.5
Arizona,AZ,Interstate Abortion Shield Law,FALSE
Arkansas,AR,Shield Law,FALSE
Arkansas,AR,Gender Marker on ID (minor),1
Arkansas,AR,Gender Marker options on ID,TRUE
Arkansas,AR,Gender Marker on Birth Certificate (minor),-1
Arkansas,AR,Gender Marker options on Birth Certificate,FALSE
Arkansas,AR,Name Change (minor),1
Arkansas,AR,Non-discrimination,-1
Arkansas,AR,Child Welfare Non Discrimination for LGBTQ Youth,FALSE
Arkansas,AR,Gender Inclusive Bathroom Laws (minor),FALSE
Arkansas,AR,LGBTQ Inclusive Curriculum,FALSE
Arkansas,AR,Anti-Bullying Legal Protections for TGNC* students,1
Arkansas,AR,Non-discrimination  Protections for LGBTQ Students,0
Arkansas,AR,Gay/ Trans Panic Defense Ban,FALSE
Arkansas,AR,Hate Crime Laws Specific to Gender Identity,FALSE
Arkansas,AR,Jury Service Nondiscrimination Based on Gender Identity,FALSE
Arkansas,AR,Gender Inclusive Correctional Housing ,FALSE
Arkansas,AR,Gender Affirming Care in Correctional Facilities,FALSE
Arkansas,AR,Trans Bathroom Ban K-12,-1
Arkansas,AR,Trans Bathroom Ban in Schools and Government Buildings,0
Arkansas,AR,State Defines Sex,0
Arkansas,AR,Broad ‘RFRA’,-1
Arkansas,AR,Religious Exemption for Child Welfare,0
Arkansas,AR,Religious Exemption for Medical Professionals,-1
Arkansas,AR,Marriage Services and/or Marriage License Denial,0
Arkansas,AR,Drag Ban,0
Arkansas,AR,Don’t Say Gay,-1
Arkansas,AR,Specific Subject Restrictions,0
Arkansas,AR,Parental Notification (opt-in or opt-out),-1
Arkansas,AR,Sports Ban,-1
Arkansas,AR,Forced Outing in Schools,0
Arkansas,AR,Ban on Best Practice Medical Care for Trans Youth,-1
Arkansas,AR,Barriers to Identity Documents,0
Arkansas,AR,Abortion Access,-1
Arkansas,AR,Interstate Abortion Shield Law,FALSE
California,CA,Shield Law,TRUE
California,CA,Gender Marker on ID (minor),1
California,CA,Gender Marker options on ID,TRUE
California,CA,Gender Marker on Birth Certificate (minor),1
California,CA,Gender Marker options on Birth Certificate,TRUE
California,CA,Name Change (minor),1
California,CA,Non-discrimination,1
California,CA,Child Welfare Non Discrimination for LGBTQ Youth,TRUE
California,CA,Gender Inclusive Bathroom Laws (minor),TRUE
California,CA,LGBTQ Inclusive Curriculum,TRUE
California,CA,Anti-Bullying Legal Protections for TGNC* students,1
California,CA,Non-discrimination  Protections for LGBTQ Students,1
California,CA,Gay/ Trans Panic Defense Ban,TRUE
California,CA,Hate Crime Laws Specific to Gender Identity,TRUE
California,CA,Jury Service Nondiscrimination Based on Gender Identity,TRUE
California,CA,Gender Inclusive Correctional Housing ,TRUE
California,CA,Gender Affirming Care in Correctional Facilities,TRUE
California,CA,Trans Bathroom Ban K-12,0
California,CA,Trans Bathroom Ban in Schools and Government Buildings,0
California,CA,State Defines Sex,0
California,CA,Broad ‘RFRA’,0
California,CA,Religious Exemption for Child Welfare,0
California,CA,Religious Exemption for Medical Professionals,0
California,CA,Marriage Services and/or Marriage License Denial,0
California,CA,Drag Ban,0
California,CA,Don’t Say Gay,0
California,CA,Specific Subject Restrictions,0
California,CA,Parental Notification (opt-in or opt-out),0
California,CA,Sports Ban,0
California,CA,Forced Outing in Schools,0
California,CA,Ban on Best Practice Medical Care for Trans Youth,0
California,CA,Barriers to Identity Documents,0
California,CA,Abortion Access,1
California,CA,Interstate Abortion Shield Law,TRUE
Colorado,CO,Shield Law,TRUE
Colorado,CO,Gender Marker on ID (minor),0.5
Colorado,CO,Gender Marker options on ID,TRUE
Colorado,CO,Gender Marker on Birth Certificate (minor),0.5
Colorado,CO,Gender Marker options on Birth Certificate,TRUE
Colorado,CO,Name Change (minor),1
Colorado,CO,Non-discrimination,1
Colorado,CO,Child Welfare Non Discrimination for LGBTQ Youth,TRUE
Colorado,CO,Gender Inclusive Bathroom Laws (minor),TRUE
Colorado,CO,LGBTQ Inclusive Curriculum,TRUE
Colorado,CO,Anti-Bullying Legal Protections for TGNC* students,1
Colorado,CO,Non-discrimination  Protections for LGBTQ Students,1
Colorado,CO,Gay/ Trans Panic Defense Ban,TRUE
Colorado,CO,Hate Crime Laws Specific to Gender Identity,TRUE
Colorado,CO,Jury Service Nondiscrimination Based on Gender Identity,TRUE
Colorado,CO,Gender Inclusive Correctional Housing ,FALSE
Colorado,CO,Gender Affirming Care in Correctional Facilities,FALSE
Colorado,CO,Trans Bathroom Ban K-12,0
Colorado,CO,Trans Bathroom Ban in Schools and Government Buildings,0
Colorado,CO,State Defines Sex,0
Colorado,CO,Broad ‘RFRA’,0
Colorado,CO,Religious Exemption for Child Welfare,0
Colorado,CO,Religious Exemption for Medical Professionals,0
Colorado,CO,Marriage Services and/or Marriage License Denial,0
Colorado,CO,Drag Ban,0
Colorado,CO,Don’t Say Gay,0
Colorado,CO,Specific Subject Restrictions,0
Colorado,CO,Parental Notification (opt-in or opt-out),0
Colorado,CO,Sports Ban,0
Colorado,CO,Forced Outing in Schools,0
Colorado,CO,Ban on Best Practice Medical Care for Trans Youth,0
Colorado,CO,Barriers to Identity Documents,0
Colorado,CO,Abortion Access,0.5
Colorado,CO,Interstate Abortion Shield Law,TRUE
Connecticut,CT,Shield Law,TRUE
Connecticut,CT,Gender Marker on ID (minor),1
Connecticut,CT,Gender Marker options on ID,TRUE
Connecticut,CT,Gender Marker on Birth Certificate (minor),0.5
Connecticut,CT,Gender Marker options on Birth Certificate,TRUE
Connecticut,CT,Name Change (minor),1
Connecticut,CT,Non-discrimination,1
Connecticut,CT,Child Welfare Non Discrimination for LGBTQ Youth,TRUE
Connecticut,CT,Gender Inclusive Bathroom Laws (minor),TRUE
Connecticut,CT,LGBTQ Inclusive Curriculum,FALSE
Connecticut,CT,Anti-Bullying Legal Protections for TGNC* students,1
Connecticut,CT,Non-discrimination  Protections for LGBTQ Students,1
Connecticut,CT,Gay/ Trans Panic Defense Ban,TRUE
Connecticut,CT,Hate Crime Laws Specific to Gender Identity,TRUE
Connecticut,CT,Jury Service Nondiscrimination Based on Gender Identity,FALSE
Connecticut,CT,Gender Inclusive Correctional Housing ,FALSE
Connecticut,CT,Gender Affirming Care in Correctional Facilities,FALSE
Connecticut,CT,Trans Bathroom Ban K-12,0
Connecticut,CT,Trans Bathroom Ban in Schools and Government Buildings,0
Connecticut,CT,State Defines Sex,0
Connecticut,CT,Broad ‘RFRA’,-1
Connecticut,CT,Religious Exemption for Child Welfare,0
Connecticut,CT,Religious Exemption for Medical Professionals,0
Connecticut,CT,Marriage Services and/or Marriage License Denial,0
Connecticut,CT,Drag Ban,0
Connecticut,CT,Don’t Say Gay,0
Connecticut,CT,Specific Subject Restrictions,0
Connecticut,CT,Parental Notification (opt-in or opt-out),0
Connecticut,CT,Sports Ban,0
Connecticut,CT,Forced Outing in Schools,0
Connecticut,CT,Ban on Best Practice Medical Care for Trans Youth,0
Connecticut,CT,Barriers to Identity Documents,0
Connecticut,CT,Abortion Access,1
Connecticut,CT,Interstate Abortion Shield Law,TRUE
Delaware,DE,Shield Law,FALSE
Delaware,DE,Gender Marker on ID (minor),0.5
Delaware,DE,Gender Marker options on ID,FALSE
Delaware,DE,Gender Marker on Birth Certificate (minor),0.5
Delaware,DE,Gender Marker options on Birth Certificate,FALSE
Delaware,DE,Name Change (minor),1
Delaware,DE,Non-discrimination,1
Delaware,DE,Child Welfare Non Discrimination for LGBTQ Youth,TRUE
Delaware,DE,Gender Inclusive Bathroom Laws (minor),TRUE
Delaware,DE,LGBTQ Inclusive Curriculum,FALSE
Delaware,DE,Anti-Bullying Legal Protections for TGNC* students,1
Delaware,DE,Non-discrimination  Protections for LGBTQ Students,0.5
Delaware,DE,Gay/ Trans Panic Defense Ban,TRUE
Delaware,DE,Hate Crime Laws Specific to Gender Identity,TRUE
Delaware,DE,Jury Service Nondiscrimination Based on Gender Identity,FALSE
Delaware,DE,Gender Inclusive Correctional Housing ,FALSE
Delaware,DE,Gender Affirming Care in Correctional Facilities,FALSE
Delaware,DE,Trans Bathroom Ban K-12,0
Delaware,DE,Trans Bathroom Ban in Schools and Government Buildings,0
Delaware,DE,State Defines Sex,0
Delaware,DE,Broad ‘RFRA’,0
Delaware,DE,Religious Exemption for Child Welfare,0
Delaware,DE,Religious Exemption for Medical Professionals,0
Delaware,DE,Marriage Services and/or Marriage License Denial,0
Delaware,DE,Drag Ban,0
Delaware,DE,Don’t Say Gay,0
Delaware,DE,Specific Subject Restrictions,0
Delaware,DE,Parental Notification (opt-in or opt-out),0
Delaware,DE,Sports Ban,0
Delaware,DE,Forced Outing in Schools,0
Delaware,DE,Ban on Best Practice Medical Care for Trans Youth,0
Delaware,DE,Barriers to Identity Documents,0
Delaware,DE,Abortion Access,0.5
Delaware,DE,Interstate Abortion Shield Law,TRUE
Florida,FL,Shield Law,FALSE
Florida,FL,Gender Marker on ID (minor),-1
Florida,FL,Gender Marker options on ID,FALSE
Florida,FL,Gender Marker on Birth Certificate (minor),0.5
Florida,FL,Gender Marker options on Birth Certificate,FALSE
Florida,FL,Name Change (minor),1
Florida,FL,Non-discrimination,1
Florida,FL,Child Welfare Non Discrimination for LGBTQ Youth,TRUE
Florida,FL,Gender Inclusive Bathroom Laws (minor),FALSE
Florida,FL,LGBTQ Inclusive Curriculum,FALSE
Florida,FL,Anti-Bullying Legal Protections for TGNC* students,0
Florida,FL,Non-discrimination  Protections for LGBTQ Students,0
Florida,FL,Gay/ Trans Panic Defense Ban,FALSE
Florida,FL,Hate Crime Laws Specific to Gender Identity,FALSE
Florida,FL,Jury Service Nondiscrimination Based on Gender Identity,FALSE
Florida,FL,Gender Inclusive Correctional Housing ,FALSE
Florida,FL,Gender Affirming Care in Correctional Facilities,FALSE
Florida,FL,Trans Bathroom Ban K-12,-1
Florida,FL,Trans Bathroom Ban in Schools and Government Buildings,-1
Florida,FL,State Defines Sex,0
Florida,FL,Broad ‘RFRA’,-1
Florida,FL,Religious Exemption for Child Welfare,0
Florida,FL,Religious Exemption for Medical Professionals,-1
Florida,FL,Marriage Services and/or Marriage License Denial,0
Florida,FL,Drag Ban,0
Florida,FL,Don’t Say Gay,-1
Florida,FL,Specific Subject Restrictions,0
Florida,FL,Parental Notification (opt-in or opt-out),-1
Florida,FL,Sports Ban,-1
Florida,FL,Forced Outing in Schools,0.5
Florida,FL,Ban on Best Practice Medical Care for Trans Youth,-1
Florida,FL,Barriers to Identity Documents,-1
Florida,FL,Abortion Access,0.5
Florida,FL,Interstate Abortion Shield Law,FALSE
Georgia,GA,Shield Law,FALSE
Georgia,GA,Gender Marker on ID (minor),-1
Georgia,GA,Gender Marker options on ID,FALSE
Georgia,GA,Gender Marker on Birth Certificate (minor),-1
Georgia,GA,Gender Marker options on Birth Certificate,FALSE
Georgia,GA,Name Change (minor),-1
Georgia,GA,Non-discrimination,0
Georgia,GA,Child Welfare Non Discrimination for LGBTQ Youth,FALSE
Georgia,GA,Gender Inclusive Bathroom Laws (minor),FALSE
Georgia,GA,LGBTQ Inclusive Curriculum,FALSE
Georgia,GA,Anti-Bullying Legal Protections for TGNC* students,0
Georgia,GA,Non-discrimination  Protections for LGBTQ Students,0
Georgia,GA,Gay/ Trans Panic Defense Ban,FALSE
Georgia,GA,Hate Crime Laws Specific to Gender Identity,TRUE
Georgia,GA,Jury Service Nondiscrimination Based on Gender Identity,FALSE
Georgia,GA,Gender Inclusive Correctional Housing ,FALSE
Georgia,GA,Gender Affirming Care in Correctional Facilities,FALSE
Georgia,GA,Trans Bathroom Ban K-12,0
Georgia,GA,Trans Bathroom Ban in Schools and Government Buildings,0
Georgia,GA,State Defines Sex,0
Georgia,GA,Broad ‘RFRA’,0
Georgia,GA,Religious Exemption for Child Welfare,0
Georgia,GA,Religious Exemption for Medical Professionals,0
Georgia,GA,Marriage Services and/or Marriage License Denial,0
Georgia,GA,Drag Ban,0
Georgia,GA,Don’t Say Gay,0
Georgia,GA,Specific Subject Restrictions,0
Georgia,GA,Parental Notification (opt-in or opt-out),0
Georgia,GA,Sports Ban,0
Georgia,GA,Forced Outing in Schools,0
Georgia,GA,Ban on Best Practice Medical Care for Trans Youth,-1
Georgia,GA,Barriers to Identity Documents,0
Georgia,GA,Abortion Access,0.5
Georgia,GA,Interstate Abortion Shield Law,FALSE
Hawaii,HI,Shield Law,FALSE
Hawaii,HI,Gender Marker on ID (minor),1
Hawaii,HI,Gender Marker options on ID,TRUE
Hawaii,HI,Gender Marker on Birth Certificate (minor),0.5
Hawaii,HI,Gender Marker options on Birth Certificate,FALSE
Hawaii,HI,Name Change (minor),0
Hawaii,HI,Non-discrimination,1
Hawaii,HI,Child Welfare Non Discrimination for LGBTQ Youth,TRUE
Hawaii,HI,Gender Inclusive Bathroom Laws (minor),TRUE
Hawaii,HI,LGBTQ Inclusive Curriculum,FALSE
Hawaii,HI,Anti-Bullying Legal Protections for TGNC* students,1
Hawaii,HI,Non-discrimination  Protections for LGBTQ Students,1
Hawaii,HI,Gay/ Trans Panic Defense Ban,TRUE
Hawaii,HI,Hate Crime Laws Specific to Gender Identity,TRUE
Hawaii,HI,Jury Service Nondiscrimination Based on Gender Identity,TRUE
Hawaii,HI,Gender Inclusive Correctional Housing ,FALSE
Hawaii,HI,Gender Affirming Care in Correctional Facilities,FALSE
Hawaii,HI,Trans Bathroom Ban K-12,0
Hawaii,HI,Trans Bathroom Ban in Schools and Government Buildings,0
Hawaii,HI,State Defines Sex,0
Hawaii,HI,Broad ‘RFRA’,0
Hawaii,HI,Religious Exemption for Child Welfare,0
Hawaii,HI,Religious Exemption for Medical Professionals,0
Hawaii,HI,Marriage Services and/or Marriage License Denial,0
Hawaii,HI,Drag Ban,0
Hawaii,HI,Don’t Say Gay,0
Hawaii,HI,Specific Subject Restrictions,0
Hawaii,HI,Parental Notification (opt-in or opt-out),0
Hawaii,HI,Sports Ban,0
Hawaii,HI,Forced Outing in Schools,0
Hawaii,HI,Ban on Best Practice Medical Care for Trans Youth,0
Hawaii,HI,Barriers to Identity Documents,0
Hawaii,HI,Abortion Access,1
Hawaii,HI,Interstate Abortion Shield Law,TRUE
Idaho,ID,Shield Law,FALSE
Idaho,ID,Gender Marker on ID (minor),0
Idaho,ID,Gender Marker options on ID,FALSE
Idaho,ID,Gender Marker on Birth Certificate (minor),1
Idaho,ID,Gender Marker options on Birth Certificate,FALSE
Idaho,ID,Name Change (minor),-1
Idaho,ID,Non-discrimination,-1
Idaho,ID,Child Welfare Non Discrimination for LGBTQ Youth,TRUE
Idaho,ID,Gender Inclusive Bathroom Laws (minor),FALSE
Idaho,ID,LGBTQ Inclusive Curriculum,FALSE
Idaho,ID,Anti-Bullying Legal Protections for TGNC* students,0
Idaho,ID,Non-discrimination  Protections for LGBTQ Students,0
Idaho,ID,Gay/ Trans Panic Defense Ban,FALSE
Idaho,ID,Hate Crime Laws Specific to Gender Identity,FALSE
Idaho,ID,Jury Service Nondiscrimination Based on Gender Identity,FALSE
Idaho,ID,Gender Inclusive Correctional Housing ,FALSE
Idaho,ID,Gender Affirming Care in Correctional Facilities,FALSE
Idaho,ID,Trans Bathroom Ban K-12,-1
Idaho,ID,Trans Bathroom Ban in Schools and Government Buildings,0
Idaho,ID,State Defines Sex,0
Idaho,ID,Broad ‘RFRA’,-1
Idaho,ID,Religious Exemption for Child Welfare,0
Idaho,ID,Religious Exemption for Medical Professionals,0
Idaho,ID,Marriage Services and/or Marriage License Denial,0
Idaho,ID,Drag Ban,0
Idaho,ID,Don’t Say Gay,0
Idaho,ID,Specific Subject Restrictions,0
Idaho,ID,Parental Notification (opt-in or opt-out),0
Idaho,ID,Sports Ban,-1
Idaho,ID,Forced Outing in Schools,-0.5
Idaho,ID,Ban on Best Practice Medical Care for Trans Youth,-1
Idaho,ID,Barriers to Identity Documents,0
Idaho,ID,Abortion Access,-1
Idaho,ID,Interstate Abortion Shield Law,FALSE
Illinois,IL,Shield Law,TRUE
Illinois,IL,Gender Marker on ID (minor),1
Illinois,IL,Gender Marker options on ID,TRUE
Illinois,IL,Gender Marker on Birth Certificate (minor),1
Illinois,IL,Gender Marker options on Birth Certificate,TRUE
Illinois,IL,Name Change (minor),0
Illinois,IL,Non-discrimination,1
Illinois,IL,Child Welfare Non Discrimination for LGBTQ Youth,TRUE
Illinois,IL,Gender Inclusive Bathroom Laws (minor),TRUE
Illinois,IL,LGBTQ Inclusive Curriculum,TRUE
Illinois,IL,Anti-Bullying Legal Protections for TGNC* students,1
Illinois,IL,Non-discrimination  Protections for LGBTQ Students,1
Illinois,IL,Gay/ Trans Panic Defense Ban,TRUE
Illinois,IL,Hate Crime Laws Specific to Gender Identity,TRUE
Illinois,IL,Jury Service Nondiscrimination Based on Gender Identity,TRUE
Illinois,IL,Gender Inclusive Correctional Housing ,FALSE
Illinois,IL,Gender Affirming Care in Correctional Facilities,FALSE
Illinois,IL,Trans Bathroom Ban K-12,0
Illinois,IL,Trans Bathroom Ban in Schools and Government Buildings,0
Illinois,IL,State Defines Sex,0
Illinois,IL,Broad ‘RFRA’,-1
Illinois,IL,Religious Exemption for Child Welfare,0
Illinois,IL,Religious Exemption for Medical Professionals,-1
Illinois,IL,Marriage Services and/or Marriage License Denial,0
Illinois,IL,Drag Ban,0
Illinois,IL,Don’t Say Gay,0
Illinois,IL,Specific Subject Restrictions,0
Illinois,IL,Parental Notification (opt-in or opt-out),0
Illinois,IL,Sports Ban,0
Illinois,IL,Forced Outing in Schools,0
Illinois,IL,Ban on Best Practice Medical Care for Trans Youth,0
Illinois,IL,Barriers to Identity Documents,0
Illinois,IL,Abortion Access,1
Illinois,IL,Interstate Abortion Shield Law,TRUE
Indiana,IN,Shield Law,FALSE
Indiana,IN,Gender Marker on ID (minor),0.5
Indiana,IN,Gender Marker options on ID,TRUE
Indiana,IN,Gender Marker on Birth Certificate (minor),-1
Indiana,IN,Gender Marker options on Birth Certificate,FALSE
Indiana,IN,Name Change (minor),-1
Indiana,IN,Non-discrimination,-1
Indiana,IN,Child Welfare Non Discrimination for LGBTQ Youth,TRUE
Indiana,IN,Gender Inclusive Bathroom Laws (minor),TRUE
Indiana,IN,LGBTQ Inclusive Curriculum,FALSE
Indiana,IN,Anti-Bullying Legal Protections for TGNC* students,0
Indiana,IN,Non-discrimination  Protections for LGBTQ Students,0
Indiana,IN,Gay/ Trans Panic Defense Ban,FALSE
Indiana,IN,Hate Crime Laws Specific to Gender Identity,FALSE
Indiana,IN,Jury Service Nondiscrimination Based on Gender Identity,FALSE
Indiana,IN,Gender Inclusive Correctional Housing ,FALSE
Indiana,IN,Gender Affirming Care in Correctional Facilities,FALSE
Indiana,IN,Trans Bathroom Ban K-12,0
Indiana,IN,Trans Bathroom Ban in Schools and Government Buildings,0
Indiana,IN,State Defines Sex,0
Indiana,IN,Broad ‘RFRA’,-1
Indiana,IN,Religious Exemption for Child Welfare,0
Indiana,IN,Religious Exemption for Medical Professionals,0
Indiana,IN,Marriage Services and/or Marriage License Denial,0
Indiana,IN,Drag Ban,0
Indiana,IN,Don’t Say Gay,-1
Indiana,IN,Specific Subject Restrictions,0
Indiana,IN,Parental Notification (opt-in or opt-out),0
Indiana,IN,Sports Ban,-1
Indiana,IN,Forced Outing in Schools,-1
Indiana,IN,Ban on Best Practice Medical Care for Trans Youth,-1
Indiana,IN,Barriers to Identity Documents,0
Indiana,IN,Abortion Access,-1
Indiana,IN,Interstate Abortion Shield Law,FALSE
Iowa,IA,Shield Law,FALSE
Iowa,IA,Gender Marker on ID (minor),-1
Iowa,IA,Gender Marker options on ID,FALSE
Iowa,IA,Gender Marker on Birth Certificate (minor),0.5
Iowa,IA,Gender Marker options on Birth Certificate,FALSE
Iowa,IA,Name Change (minor),0.5
Iowa,IA,Non-discrimination,1
Iowa,IA,Child Welfare Non Discrimination for LGBTQ Youth,TRUE
Iowa,IA,Gender Inclusive Bathroom Laws (minor),FALSE
Iowa,IA,LGBTQ Inclusive Curriculum,FALSE
Iowa,IA,Anti-Bullying Legal Protections for TGNC* students,1
Iowa,IA,Non-discrimination  Protections for LGBTQ Students,
Iowa,IA,Gay/ Trans Panic Defense Ban,FALSE
Iowa,IA,Hate Crime Laws Specific to Gender Identity,FALSE
Iowa,IA,Jury Service Nondiscrimination Based on Gender Identity,FALSE
Iowa,IA,Gender Inclusive Correctional Housing ,FALSE
Iowa,IA,Gender Affirming Care in Correctional Facilities,FALSE
Iowa,IA,Trans Bathroom Ban K-12,-1
Iowa,IA,Trans Bathroom Ban in Schools and Government Buildings,0
Iowa,IA,State Defines Sex,0
Iowa,IA,Broad ‘RFRA’,0
Iowa,IA,Religious Exemption for Child Welfare,0
Iowa,IA,Religious Exemption for Medical Professionals,0
Iowa,IA,Marriage Services and/or Marriage License Denial,0
Iowa,IA,Drag Ban,0
